subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,avg_hold_time,std_hold_time,avg_dd_time,std_dd_time,avg_ud_time,std_ud_time,typing_speed,rhythm_cv,overlap_ratio
s002,1,46,0.085283,0.316029,0.215893,0.090461,0.445733,0.4165,0.126071,0.134383,0.004299,0.070996,0.294652,0.198608,0.176122,0.552536,0.288489,0.167974,0.355046,0.189738,0.119499,0.250242,0.121451,0.204677,0.272301,0.046414,0.128029,0.419937,0.256386,0.19304,0.46947,0.263417,0.146224,0.1371250909090909,0.04471996092228737,0.35103290000000004,0.1229551004522021,0.2001195,0.12033325353575378,3.1336094138184762,0.35026659025275464,0.0
s002,1,47,0.088392,0.307101,0.244069,0.103544,0.438662,0.341318,0.121425,0.135587,0.004741,0.08685,0.312745,0.209022,0.18298,0.454177,0.263742,0.141742,0.37415,0.190831,0.119978,0.219528,0.10826,0.203402,0.269431,0.05861,0.112062,0.338441,0.225704,0.18535,0.477552,0.221658,0.142082,0.13525518181818183,0.04003402371687908,0.33273739999999996,0.10823619748309711,0.18679549999999998,0.10113850604904807,3.305910306445864,0.32529013639643684,0.0
s002,1,48,0.091275,0.320914,0.216156,0.099521,0.477488,0.367961,0.12183,0.150062,0.00502,0.108283,0.295255,0.2138,0.154431,0.416114,0.318043,0.13385,0.389617,0.178603,0.10723,0.215035,0.103645,0.228777,0.276271,0.051283,0.119346,0.367004,0.234388,0.18967,0.492417,0.211987,0.163009,0.1379292727272727,0.042339155183094786,0.3400177,0.11017095984176391,0.1900886,0.11196052481040907,3.235125700809105,0.3240153574405401,0.0
s002,1,49,0.084971,0.293095,0.238892,0.109069,0.513473,0.392563,0.133908,0.111892,0.004458,0.085011,0.334954,0.207998,0.182527,0.460933,0.250345,0.13317,0.373607,0.187095,0.117546,0.207713,0.101291,0.213188,0.251487,0.048668,0.123149,0.352143,0.236785,0.188889,0.454417,0.275469,0.161798,0.13938418181818182,0.04231637041339481,0.3353714,0.1240361810872582,0.19435639999999998,0.11497339853316794,3.2799457556607394,0.3698472123406649,0.0
s002,1,50,0.08246,0.361471,0.203647,0.106106,0.447972,0.34605,0.116861,0.127964,0.004923,0.095859,0.284947,0.196215,0.159792,0.439373,0.266316,0.129365,0.347388,0.242233,0.112034,0.213504,0.109508,0.204942,0.280654,0.049831,0.13716,0.38577,0.241179,0.194243,0.439437,0.285295,0.131474,0.13366327272727271,0.038767575542174186,0.332848,0.10595225075685955,0.19451970000000002,0.10801483654166322,3.304811805989521,0.31832021695686136,0.0
s002,2,1,0.082841,0.298027,0.223629,0.096113,0.420567,0.362012,0.122866,0.122404,0.004968,0.097571,0.304907,0.219933,0.143736,0.429055,0.296072,0.134882,0.321614,0.242508,0.132379,0.228455,0.114955,0.178129,0.251393,0.051026,0.118416,0.362173,0.196696,0.209136,0.475777,0.290543,0.136723,0.132072,0.03661157631951949,0.3214372,0.10586988754420315,0.20023419999999997,0.11250288392135653,3.422130357033972,0.32936413162683675,0.0
s002,2,2,0.081514,0.248471,0.218015,0.10476,0.451886,0.448184,0.121404,0.12989,0.004103,0.093233,0.261073,0.228936,0.180966,0.488363,0.246483,0.140999,0.35492,0.209196,0.108877,0.181008,0.107507,0.211477,0.255831,0.056957,0.120147,0.33873,0.210953,0.185988,0.53933,0.270409,0.147398,0.13606936363636363,0.04164860903865272,0.3249502,0.1347169370113993,0.20007429999999998,0.12359054066378489,3.385134091316146,0.41457716556453156,0.0
s002,2,3,0.086029,0.305379,0.247528,0.094494,0.494217,0.363754,0.141849,0.13564,0.005204,0.087253,0.331114,0.209376,0.173039,0.497549,0.245925,0.141446,0.351699,0.210607,0.112506,0.255313,0.092066,0.237394,0.291625,0.062423,0.10616,0.351462,0.289855,0.174557,0.401888,0.242673,0.147435,0.13656018181818183,0.04622657528915198,0.3415886,0.10813074154847097,0.19694109999999998,0.11040722848361575,3.2202479825146386,0.31655253829590796,0.0
s002,2,4,0.097661,0.306833,0.211657,0.10041,0.490395,0.390509,0.122136,0.109587,0.004291,0.101007,0.311028,0.209183,0.186047,0.405436,0.265944,0.14076,0.329188,0.202998,0.11481,0.197478,0.105951,0.192565,0.270542,0.059891,0.118008,0.342906,0.252542,0.190526,0.477524,0.250467,0.164019,0.13890445454545455,0.0378395155660419,0.3240917,0.11717721255436618,0.1953433,0.11192258317749024,3.394101113974841,0.36155572308334016,0.0
s002,2,5,0.094847,0.307586,0.238404,0.095212,0.474882,0.363313,0.130926,0.142311,0.005015,0.097588,0.327999,0.226167,0.156919,0.499745,0.315655,0.136868,0.330998,0.212284,0.121275,0.217346,0.092488,0.218847,0.278293,0.056774,0.12372,0.368359,0.278379,0.204244,0.441117,0.249719,0.126259,0.13697318181818183,0.04155692204391028,0.3388636,0.1125146959074927,0.2038198,0.11591121893817412,3.246143876179088,0.3320353457471952,0.0
s002,2,6,0.086025,0.327272,0.230811,0.10933,0.464307,0.39207,0.13117,0.151099,0.004739,0.084098,0.326267,0.251717,0.167457,0.4711,0.301556,0.14997,0.343701,0.188493,0.115741,0.228306,0.112786,0.219301,0.259583,0.055955,0.12835,0.386755,0.236197,0.200466,0.489666,0.222182,0.122465,0.13767027272727275,0.043390113413290146,0.34480560000000005,0.1115470851834925,0.1996506,0.1151057619787607,3.190203407369254,0.3235071644672269,0.0
s002,2,7,0.09711,0.323131,0.236205,0.09017,0.499937,0.384885,0.109047,0.142227,0.004745,0.088545,0.297998,0.176281,0.179275,0.451805,0.26671,0.152708,0.305062,0.190339,0.109011,0.216071,0.104879,0.220846,0.260244,0.049067,0.135836,0.444201,0.258771,0.191674,0.507798,0.220722,0.141679,0.1378091818181818,0.04445926522743753,0.3448474,0.12514978467882218,0.18926040000000002,0.11219167479036342,3.1898167131316635,0.362913512033691,0.0
s002,2,8,0.082656,0.284041,0.218289,0.091739,0.474123,0.37648,0.11801,0.124892,0.004581,0.096819,0.303292,0.231482,0.179178,0.462121,0.305453,0.127593,0.328374,0.233172,0.1142,0.173987,0.102335,0.2161,0.214638,0.059697,0.114086,0.385312,0.250261,0.183552,0.420306,0.23244,0.1572,0.13464845454545454,0.04319773064030942,0.31710859999999996,0.12033565856867014,0.20141900000000001,0.11336365611213811,3.468843166032079,0.3794777397203758,0.0
s002,2,9,0.086253,0.298958,0.205063,0.106936,0.525815,0.415701,0.128375,0.13127,0.004165,0.089576,0.290945,0.179968,0.185258,0.419903,0.300753,0.148553,0.354738,0.212293,0.111066,0.251523,0.10465,0.218786,0.254175,0.048808,0.124881,0.382173,0.237276,0.181259,0.413453,0.28125,0.138636,0.13814354545454546,0.04209557947187243,0.3322953,0.11083639356080957,0.1989927,0.12271875161617858,3.3103086321112576,0.3335478721045132,0.0
s002,2,10,0.084998,0.345096,0.201274,0.092751,0.446295,0.430383,0.142345,0.13573,0.005009,0.087281,0.351619,0.220655,0.182627,0.439567,0.264899,0.156736,0.354303,0.227511,0.118688,0.20662,0.098758,0.215586,0.254629,0.047961,0.131444,0.36062,0.258654,0.207763,0.436882,0.287083,0.13313,0.14121354545454545,0.045829145903810244,0.33313610000000005,0.10420204771548397,0.20421869999999998,0.12503615947490285,3.3019537660433675,0.3127912123230471,0.0
s002,2,11,0.088936,0.316924,0.22285,0.088547,0.504683,0.400751,0.117505,0.135304,0.004836,0.082476,0.287023,0.237577,0.175612,0.424285,0.250438,0.133919,0.329109,0.185816,0.101203,0.239612,0.113373,0.193451,0.269953,0.048947,0.118184,0.366277,0.245608,0.233843,0.441962,0.235345,0.137004,0.13369818181818183,0.048571564835442935,0.33151320000000006,0.10797807776457836,0.1945541,0.11373619983926744,3.3181182529081794,0.3257127453973202,0.0
s002,2,12,0.094065,0.272517,0.208538,0.108785,0.482361,0.382062,0.143636,0.13085,0.004379,0.089327,0.280532,0.239864,0.179033,0.480539,0.30117,0.134979,0.316303,0.200231,0.108812,0.223434,0.114891,0.211226,0.270228,0.052834,0.12783,0.357145,0.204845,0.210433,0.491041,0.264079,0.138341,0.14058790909090912,0.04285774199244413,0.330495,0.12159732373699676,0.1972893,0.1136608465978696,3.3283408221001833,0.36792484018744115,0.0
s002,2,13,0.079778,0.322735,0.226805,0.097185,0.538573,0.343479,0.140313,0.128778,0.003903,0.090033,0.32884,0.208356,0.152591,0.437602,0.25047,0.144469,0.360285,0.181999,0.110273,0.233251,0.096167,0.196525,0.243535,0.054977,0.123357,0.356685,0.255586,0.226572,0.42362,0.209156,0.150309,0.13740045454545455,0.04474095447655009,0.33739040000000003,0.11657599609811047,0.18308980000000002,0.10264658571017135,3.2603180173472626,0.34552255382158154,0.0
s002,2,14,0.086497,0.294556,0.237121,0.104304,0.395032,0.353448,0.145361,0.134105,0.004964,0.09931,0.307108,0.230938,0.180884,0.461039,0.263577,0.14112,0.325426,0.201402,0.106223,0.207579,0.101589,0.198752,0.257069,0.052497,0.1242,0.402859,0.24478,0.223638,0.489349,0.265401,0.147016,0.14157318181818182,0.04399271112768156,0.3274122,0.1118112876639325,0.1955717,0.10826549657624077,3.3596793277709263,0.34150005482059603,0.0
s002,2,15,0.089313,0.338937,0.248668,0.10796,0.475144,0.394363,0.136297,0.122446,0.004544,0.091373,0.327459,0.233241,0.16864,0.392828,0.277493,0.129699,0.302347,0.178231,0.11931,0.24328,0.10461,0.21733,0.290979,0.04586,0.125269,0.375696,0.268515,0.19585,0.428985,0.257074,0.163357,0.1403998181818182,0.04145890979950674,0.3298101,0.09992920113588197,0.20125990000000002,0.11866239755471544,3.335252619613529,0.3029901088716837,0.0
s002,2,16,0.092866,0.29929,0.196853,0.085706,0.520541,0.343199,0.120763,0.141232,0.003997,0.101501,0.300866,0.193126,0.168428,0.419012,0.282259,0.132529,0.291552,0.197166,0.104576,0.224087,0.093079,0.206081,0.270883,0.052263,0.122824,0.395255,0.228781,0.202254,0.342675,0.259521,0.14205,0.1345070909090909,0.04165344927243011,0.32053929999999997,0.10612817977024032,0.18502439999999995,0.10600921898610725,3.4317164853108495,0.3310925570103721,0.0
s002,2,17,0.080772,0.318553,0.24764,0.094602,0.440026,0.381151,0.111362,0.122092,0.005194,0.091689,0.263375,0.180522,0.173711,0.47181,0.231846,0.144028,0.374542,0.235432,0.119353,0.229106,0.084182,0.247702,0.255653,0.048797,0.118242,0.418759,0.30636,0.205154,0.491393,0.254846,0.133997,0.13823745454545455,0.05159652694583936,0.33853089999999997,0.12060063619921561,0.19759699999999997,0.11842605025922295,3.2493341080533567,0.3562470446176263,0.0
s002,2,18,0.096904,0.296613,0.25497,0.107692,0.495539,0.437529,0.144569,0.126778,0.004337,0.078471,0.358475,0.206905,0.186264,0.41839,0.309137,0.131984,0.309981,0.197385,0.111797,0.230591,0.103761,0.224026,0.261368,0.050087,0.115265,0.433834,0.260659,0.172926,0.439217,0.256075,0.165501,0.13958172727272727,0.043717817589836096,0.3370786,0.11335426239616125,0.20808449999999995,0.12806132190933633,3.2633338337111875,0.33628435336244344,0.0
s002,2,19,0.093966,0.289604,0.272807,0.097883,0.518056,0.336425,0.101473,0.114867,0.003306,0.105754,0.311661,0.197479,0.177459,0.44939,0.28667,0.151986,0.333065,0.185201,0.1237,0.23401,0.105191,0.248953,0.258419,0.048959,0.124344,0.356943,0.26689,0.19051,0.44334,0.297161,0.140905,0.14153936363636366,0.04796300615322757,0.3309355,0.11821817767468004,0.2000089,0.11355609756263885,3.323910550545348,0.3572242146957274,0.0
s002,2,20,0.081982,0.338554,0.202711,0.093002,0.494205,0.407355,0.135151,0.121253,0.00493,0.088064,0.292748,0.23884,0.164529,0.45235,0.275274,0.128102,0.365217,0.211338,0.099063,0.2253,0.096974,0.231575,0.238177,0.051571,0.123836,0.37756,0.273054,0.180037,0.513862,0.265883,0.160194,0.13504863636363637,0.045938188846041214,0.34192259999999997,0.12571948143404205,0.20279300000000006,0.1204639153891691,3.2171023500640206,0.367684024855923,0.0
s002,2,21,0.092953,0.310895,0.198,0.093956,0.530279,0.422501,0.118026,0.10125,0.004588,0.089289,0.300955,0.225725,0.182925,0.476071,0.282379,0.120456,0.331753,0.242987,0.119729,0.2268,0.107625,0.220611,0.219339,0.052133,0.120211,0.412252,0.256568,0.17808,0.471874,0.235447,0.132041,0.1334797272727273,0.04237792555822172,0.3381468,0.13503607758241662,0.2027953,0.12099980895581797,3.253025017536762,0.39934156877723204,0.0
s002,2,22,0.081751,0.323858,0.249378,0.101675,0.49618,0.391587,0.124735,0.135202,0.003657,0.092025,0.282619,0.238056,0.169721,0.444113,0.234603,0.149968,0.356545,0.211278,0.109335,0.20786,0.106347,0.20276,0.275952,0.042897,0.116136,0.426818,0.265598,0.205786,0.525317,0.200357,0.136428,0.13548363636363636,0.042360247516445716,0.34744640000000004,0.12644243446916423,0.19437580000000004,0.11445829174643099,3.165955957523232,0.3639192428816985,0.0
s002,2,23,0.08459,0.331247,0.241638,0.091725,0.509211,0.361894,0.135069,0.118497,0.004626,0.087899,0.331066,0.20529,0.171072,0.459965,0.284817,0.148607,0.345891,0.193579,0.113391,0.221123,0.106591,0.211563,0.267601,0.045991,0.126603,0.381144,0.27856,0.20324,0.397354,0.245647,0.143152,0.137901,0.04375919637287687,0.33630989999999994,0.11377276377982562,0.1968633,0.11253566036698472,3.270792801520265,0.33829738701373874,0.0
s002,2,24,0.092092,0.262735,0.224778,0.101902,0.450116,0.378088,0.117957,0.121424,0.004506,0.086386,0.322478,0.201166,0.159969,0.501975,0.294993,0.11982,0.32091,0.20557,0.119287,0.195966,0.11514,0.227203,0.276896,0.059807,0.124654,0.388705,0.29137,0.220064,0.428175,0.268358,0.138079,0.13703754545454547,0.04743339582902248,0.32693799999999995,0.1182967022401254,0.20437760000000002,0.11512707938254818,3.364552300436169,0.36183220861999316,0.0
s002,2,25,0.090526,0.322317,0.195995,0.097214,0.483118,0.360777,0.126721,0.136254,0.004665,0.092804,0.338615,0.22465,0.17421,0.411167,0.287897,0.142775,0.373349,0.20202,0.100551,0.192488,0.111163,0.204759,0.275989,0.053834,0.119042,0.373299,0.235523,0.202997,0.437008,0.24533,0.1418,0.13576354545454544,0.04221820210611447,0.3343604,0.10777817842030918,0.1921854,0.10766261927913719,3.2898632732823625,0.32234132749241806,0.0
s002,2,26,0.085734,0.33274,0.221324,0.105664,0.528438,0.404527,0.128767,0.131627,0.005043,0.091876,0.329418,0.227389,0.166976,0.472925,0.273704,0.138206,0.328297,0.204183,0.125177,0.235447,0.107568,0.223575,0.292763,0.052564,0.110445,0.412807,0.243259,0.19269,0.395367,0.26694,0.12762,0.13606636363636365,0.042584121879575554,0.3459829,0.11453770176132688,0.2006501,0.11696309963255744,3.1793478810657985,0.33105017170162215,0.0
s002,2,27,0.082301,0.324928,0.238532,0.093306,0.468895,0.345994,0.118689,0.131042,0.004466,0.089587,0.272939,0.237474,0.1782,0.469496,0.303067,0.130674,0.331313,0.16678,0.143948,0.218215,0.114013,0.194016,0.287232,0.062215,0.120008,0.347446,0.25227,0.169213,0.455792,0.272658,0.144946,0.13317163636363638,0.037080066157634414,0.3307298,0.11158768342409281,0.19974689999999998,0.10982427956760948,3.325977882851802,0.3373983234958252,0.0
s002,2,28,0.085357,0.323509,0.23615,0.085869,0.476835,0.458096,0.111367,0.127646,0.005498,0.098839,0.294876,0.219459,0.171592,0.418163,0.269645,0.136385,0.343373,0.187587,0.105276,0.220012,0.120374,0.215252,0.260553,0.05691,0.11912,0.428833,0.255379,0.213941,0.431162,0.265378,0.148343,0.13557645454545453,0.04697600219338303,0.33249619999999996,0.10984569310203596,0.2074476,0.12681397313405351,3.308308485931569,0.3303667524572264,0.0
s002,2,29,0.08685,0.299429,0.211056,0.100196,0.49607,0.371251,0.126466,0.128104,0.00472,0.089887,0.307129,0.267895,0.17564,0.464578,0.282191,0.136565,0.373611,0.195885,0.12569,0.215152,0.095216,0.219807,0.245022,0.05586,0.109731,0.367005,0.22247,0.246391,0.400255,0.254081,0.157829,0.14318654545454546,0.05234609890596173,0.3296355000000001,0.11378693336353599,0.1960625,0.11254435467479774,3.3370192227475495,0.34519015673868375,0.0
s002,2,30,0.094016,0.331083,0.217537,0.108079,0.5062,0.382752,0.126031,0.125535,0.004294,0.099751,0.336973,0.198267,0.169635,0.438305,0.270663,0.139991,0.364725,0.187608,0.109043,0.241215,0.099893,0.193616,0.257469,0.051698,0.134648,0.402168,0.281917,0.215767,0.489612,0.238097,0.143167,0.13943127272727274,0.03928815622319507,0.34932850000000004,0.11828862738821888,0.1932726,0.11395934688124532,3.1488985296075183,0.33861715835394846,0.0
s002,2,31,0.080729,0.306243,0.237768,0.099106,0.520376,0.336885,0.128448,0.116414,0.004718,0.096342,0.301768,0.226164,0.159236,0.387662,0.285105,0.157584,0.31499,0.223351,0.116833,0.198535,0.093603,0.214184,0.259089,0.046973,0.105201,0.352087,0.259936,0.20314,0.439869,0.25848,0.156701,0.13795490909090907,0.0440165694698134,0.31970329999999997,0.11575063069475403,0.1972983,0.10977173118192943,3.44069016491228,0.36205640377872234,0.0
s002,2,32,0.089805,0.308329,0.242697,0.091033,0.465663,0.368746,0.11228,0.124415,0.003802,0.104383,0.285098,0.246282,0.172111,0.461899,0.259492,0.141495,0.357138,0.213231,0.123236,0.214585,0.099726,0.18829,0.277726,0.058488,0.135201,0.384651,0.237803,0.177307,0.492891,0.212717,0.141615,0.13425054545454548,0.03413856135915407,0.3372395,0.11848046264844213,0.1942984,0.10852266029134704,3.2617768677749788,0.3513243826277713,0.0
s002,2,33,0.08575,0.309542,0.22467,0.099132,0.387657,0.376056,0.103042,0.135543,0.004444,0.076462,0.287939,0.204371,0.186982,0.449633,0.279899,0.15169,0.338026,0.214857,0.12244,0.199351,0.118097,0.191086,0.285644,0.045992,0.126004,0.42866,0.25056,0.199321,0.478072,0.246312,0.165205,0.13701036363636365,0.04419295017595618,0.33000669999999993,0.1097460258050883,0.1965258,0.111293974691455,3.333265657939673,0.3325569525695048,0.0
s002,2,34,0.088481,0.303677,0.21303,0.091231,0.451317,0.363678,0.119254,0.122113,0.005564,0.084195,0.310096,0.226969,0.179749,0.44113,0.265568,0.144047,0.347309,0.19647,0.102778,0.212933,0.093461,0.2032,0.267882,0.055009,0.136692,0.360831,0.273322,0.207913,0.501631,0.267053,0.134318,0.13562345454545455,0.04471912752137196,0.3318919000000001,0.11528161338551204,0.19601240000000003,0.11150024251214284,3.3143321665879757,0.3473468617704843,0.0
s002,2,35,0.075922,0.318448,0.213269,0.090882,0.428532,0.381013,0.137825,0.124523,0.004927,0.090561,0.276982,0.229735,0.157495,0.443803,0.263099,0.148672,0.3134,0.208263,0.1091,0.212216,0.070056,0.247579,0.278275,0.049596,0.110361,0.362011,0.271992,0.174327,0.452228,0.294408,0.132947,0.1341519090909091,0.04858724052969987,0.3210418,0.10530950854167391,0.1986358,0.1199597587700883,3.4263451052168286,0.3280242798957367,0.0
s002,2,36,0.087748,0.362711,0.236718,0.099042,0.491714,0.361977,0.135888,0.124614,0.003851,0.088578,0.284422,0.209986,0.168276,0.482971,0.288492,0.142075,0.340411,0.181952,0.097356,0.222574,0.111717,0.212188,0.25647,0.055518,0.119799,0.42368,0.283881,0.217899,0.483134,0.224308,0.152581,0.1383118181818182,0.046374219566086894,0.3472701,0.12524691761605242,0.19584000000000001,0.11077417281017168,3.167563231041198,0.36066138147061494,0.0
s002,2,37,0.089688,0.325354,0.233899,0.101453,0.569854,0.372978,0.132507,0.123921,0.005012,0.097707,0.315118,0.247898,0.16021,0.426852,0.276665,0.148543,0.34508,0.224505,0.11066,0.201772,0.107142,0.212689,0.278121,0.053153,0.117473,0.373905,0.256134,0.198578,0.450113,0.244613,0.154697,0.1385640909090909,0.04076779876190164,0.341009,0.12654640023415215,0.20219990000000002,0.1121222974062499,3.2257213152732036,0.37109400785085456,0.0
s002,2,38,0.088493,0.363961,0.227193,0.09405,0.568779,0.389574,0.133007,0.134189,0.004941,0.094938,0.281301,0.222596,0.154525,0.437274,0.253692,0.143062,0.34904,0.209902,0.118968,0.210628,0.101789,0.228733,0.288668,0.047772,0.106679,0.355474,0.279559,0.221801,0.425316,0.260894,0.165381,0.1408760909090909,0.04880322339652279,0.34146299999999996,0.12253371545551589,0.1997912,0.115985284573135,3.2214324831680154,0.3588491633559837,0.0
s002,2,39,0.089944,0.344422,0.244125,0.091399,0.466907,0.376737,0.124762,0.137321,0.004851,0.071116,0.276441,0.172934,0.173882,0.451094,0.2784,0.129273,0.357744,0.214169,0.105464,0.196372,0.104243,0.242749,0.301362,0.055993,0.113938,0.401095,0.245041,0.191511,0.383416,0.256201,0.138455,0.133863,0.05077274930314489,0.33161739999999995,0.10590192334230762,0.1952694,0.1121590543867651,3.3170756419898355,0.31934970887779274,0.0
s002,2,40,0.087853,0.257375,0.227377,0.08018,0.512416,0.393242,0.121199,0.133906,0.004265,0.091759,0.325041,0.155306,0.165849,0.442328,0.266656,0.154579,0.311717,0.189896,0.099679,0.245756,0.101928,0.206879,0.26616,0.056343,0.123703,0.45088,0.265931,0.196129,0.437803,0.244861,0.128927,0.13243054545454544,0.04343514766951676,0.33833820000000003,0.11864516959947795,0.19058049999999999,0.11483051027903884,3.2511847612832363,0.35067032363704337,0.0
s002,2,41,0.087482,0.329495,0.211554,0.092158,0.527657,0.327227,0.104547,0.117335,0.004028,0.093913,0.298397,0.211182,0.186495,0.420053,0.290446,0.155147,0.328823,0.214546,0.114336,0.23603,0.089465,0.187464,0.259354,0.049011,0.115871,0.369817,0.272064,0.197009,0.428782,0.245806,0.136933,0.13375954545454546,0.04140516646594633,0.3315743,0.11476756010403522,0.19153289999999995,0.10792615152084317,3.317506815214569,0.3461292284798398,0.0
s002,2,42,0.081096,0.273432,0.22535,0.093918,0.508083,0.326518,0.118747,0.145981,0.004282,0.08964,0.278678,0.189242,0.191584,0.44878,0.274737,0.12155,0.34967,0.222176,0.126517,0.231786,0.093622,0.218966,0.280626,0.044658,0.110392,0.401132,0.27566,0.179576,0.484415,0.256039,0.153871,0.1350779090909091,0.045131568622095435,0.34025829999999996,0.11824702908652246,0.19122840000000002,0.10785324512729734,3.232838111517045,0.347521355427065,0.0
s002,2,43,0.08306,0.32626,0.240995,0.095522,0.474304,0.353586,0.139164,0.127309,0.004289,0.086351,0.309638,0.230095,0.154384,0.504631,0.279023,0.144203,0.337999,0.201519,0.115155,0.237585,0.10417,0.226267,0.258499,0.054225,0.113268,0.410415,0.236253,0.198272,0.44627,0.24575,0.153231,0.13717063636363636,0.045365659969348465,0.34329100000000007,0.11774150511655229,0.1949905,0.10765935320284789,3.2042785858062106,0.34297870228687977,0.0
s002,2,44,0.085144,0.343776,0.20741,0.099363,0.446045,0.389823,0.123644,0.126973,0.00518,0.086773,0.320239,0.200505,0.173073,0.403256,0.255238,0.138457,0.386939,0.202999,0.13094,0.224353,0.100604,0.238689,0.275994,0.050195,0.12482,0.367752,0.209626,0.217539,0.494722,0.295949,0.14995,0.14258109090909088,0.049947406696353204,0.33900489999999994,0.10822073969484777,0.1917529,0.11452453605761131,3.244790857005312,0.31923059667438974,0.0
s002,2,45,0.08559,0.330701,0.241116,0.110198,0.472083,0.369949,0.117133,0.133662,0.004025,0.096587,0.320269,0.226824,0.173403,0.494149,0.292819,0.132959,0.325405,0.185204,0.121279,0.204102,0.114433,0.235208,0.249556,0.052393,0.120705,0.401014,0.292561,0.177484,0.44616,0.247764,0.130032,0.13641618181818183,0.04309524078321916,0.33771009999999996,0.11835004672434886,0.2027088,0.11470653590581101,3.257231572286408,0.35044863396108833,0.0
s002,2,46,0.084039,0.321174,0.218316,0.086719,0.576023,0.384578,0.124832,0.117866,0.004788,0.090136,0.263166,0.194649,0.181876,0.507841,0.280455,0.150871,0.3365,0.199599,0.126004,0.248286,0.116481,0.196779,0.26587,0.054619,0.118201,0.386988,0.274382,0.218561,0.515029,0.246311,0.130433,0.13713190909090908,0.045416489612154186,0.35387430000000003,0.14310675085951277,0.19741780000000003,0.11290891683594642,3.1084483953765503,0.4043999431874915,0.0
s002,2,47,0.08957,0.355237,0.214309,0.10318,0.498449,0.382046,0.123857,0.119551,0.003715,0.083634,0.297714,0.236783,0.170289,0.425793,0.249642,0.146197,0.375259,0.22047,0.12176,0.196213,0.100937,0.24525,0.289754,0.045894,0.120051,0.386288,0.237903,0.167954,0.46049,0.235814,0.136772,0.13713763636363635,0.04560963763783424,0.34047479999999997,0.11746644044416354,0.19275130000000001,0.11148772412148743,3.2307824250135404,0.3450077274267766,0.0
s002,2,48,0.084895,0.30804,0.223763,0.091593,0.46583,0.316014,0.126687,0.100883,0.004556,0.097569,0.282287,0.229378,0.186531,0.332891,0.267756,0.109196,0.337461,0.201039,0.094718,0.252635,0.106934,0.200275,0.296654,0.044653,0.109414,0.311018,0.296979,0.208316,0.479754,0.26075,0.151606,0.13279999999999997,0.04617577115544472,0.3167453,0.10640289784070732,0.19518220000000003,0.10715236046531541,3.472821854025932,0.3359257248061773,0.0
s002,2,49,0.087732,0.317505,0.22612,0.093624,0.472012,0.384829,0.124821,0.114197,0.00411,0.098692,0.299635,0.226818,0.157528,0.394009,0.250803,0.136986,0.32346,0.224653,0.118025,0.251375,0.108047,0.175127,0.28843,0.046028,0.122644,0.354123,0.304854,0.225235,0.431601,0.250939,0.14801,0.13531127272727275,0.04030027556007752,0.3246347,0.10026808415337798,0.2027201,0.11681072566473603,3.388423973161218,0.3088643360205629,0.0
s002,2,50,0.092882,0.311849,0.203239,0.09282,0.473513,0.417385,0.127774,0.121,0.004952,0.088607,0.327247,0.264571,0.166989,0.469785,0.253208,0.138142,0.341244,0.197654,0.138017,0.21561,0.109763,0.182887,0.275894,0.058775,0.115773,0.305059,0.254578,0.2035,0.481977,0.299911,0.141184,0.135325,0.03767233295403936,0.3323178,0.11735897642021252,0.20640360000000002,0.12154312565249331,3.310084503448205,0.35315283409039233,0.0
s002,3,1,0.081605,0.283868,0.227948,0.101649,0.454241,0.401943,0.128124,0.128888,0.004297,0.087956,0.250686,0.220035,0.171959,0.449361,0.283814,0.143359,0.337661,0.202053,0.104158,0.211012,0.104719,0.202095,0.284495,0.050119,0.122515,0.379319,0.272669,0.217002,0.480945,0.205623,0.158385,0.1380733636363636,0.04520586393217749,0.32604760000000005,0.11541994107721017,0.197322,0.11741455558263066,3.373740521322653,0.3539972002162818,0.0
s002,3,2,0.097236,0.299888,0.228728,0.091542,0.404288,0.35053,0.118765,0.125043,0.004273,0.08623,0.306461,0.20048,0.178632,0.46579,0.329761,0.151108,0.34671,0.189912,0.119025,0.226116,0.099417,0.226535,0.239127,0.05211,0.125593,0.367893,0.250704,0.201133,0.428378,0.280741,0.134213,0.13909200000000002,0.04586106968442842,0.32096939999999996,0.1038446620959509,0.19866560000000005,0.11537096839249561,3.4271179744860416,0.3235344517595958,0.0
s002,3,3,0.089307,0.320844,0.20478,0.098652,0.441279,0.422691,0.113194,0.122155,0.004161,0.081947,0.343407,0.226002,0.173429,0.421211,0.293692,0.130684,0.360803,0.185334,0.11081,0.233279,0.112368,0.22354,0.246127,0.051137,0.121977,0.352014,0.287067,0.166537,0.430332,0.242186,0.114262,0.12948536363636365,0.04228330117262068,0.3271451,0.101090534247992,0.2029418,0.12326564342084763,3.362422362431838,0.30900823872315253,0.0
