user,gesture_id,gesture_type,n_points,duration,start_x,start_y,end_x,end_y,mean_pressure,std_pressure,max_pressure,mean_area,std_area
user04,82,tap,2,0.0801,182.8,541.6,180.4,542.3,0.7245,0.3415,0.966,49.0,0.0
user04,83,double_tap,4,0.5451,210.5,497.4,210.2,497.9,0.741,0.2852,0.988,43.8,0.0
user04,84,tap,2,0.0911,167.5,334.9,169.2,333.3,0.75,0.3536,1.0,64.9,0.0
user04,85,double_tap,4,0.541,250.8,525.3,250.6,525.2,0.6925,0.2662,0.923,44.5,0.0
user04,86,swipe_left,33,0.5641,193.9,371.6,-119.2,371.6,0.927,0.0295,0.977,92.55,2.86
user04,87,double_tap,4,0.5325,150.1,662.1,145.7,661.0,0.6765,0.2604,0.902,46.3,0.0
user04,88,tap,2,0.096,200.7,664.3,197.6,667.5,0.7185,0.3387,0.958,61.0,0.0
user04,89,swipe_right,33,0.5511,169.0,280.2,422.4,280.2,0.8751,0.028,0.923,49.49,1.53
user04,90,swipe_down,23,0.3883,323.8,427.3,323.8,687.2,0.7358,0.0238,0.776,59.77,1.92
user04,91,swipe_up,26,0.4432,272.9,532.9,272.9,259.4,0.9255,0.0298,0.972,68.01,2.14
user04,92,swipe_up,21,0.3603,234.2,364.2,234.2,156.4,0.8708,0.0287,0.919,69.03,2.22
user04,93,swipe_down,38,0.6468,344.6,277.5,344.6,513.9,0.6912,0.0219,0.727,80.21,2.47
user04,94,swipe_left,18,0.3153,227.4,458.9,66.2,458.9,0.8958,0.0295,0.94,90.8,2.95
user04,95,swipe_up,38,0.6495,327.6,241.9,327.6,-113.8,0.9486,0.03,0.997,50.12,1.53
user04,96,swipe_down,40,0.6735,250.7,520.7,250.7,781.0,0.737,0.0234,0.775,58.23,1.78
user04,97,tap,2,0.1263,319.8,523.6,320.1,525.6,0.6885,0.3246,0.918,35.7,0.0
user04,98,swipe_down,39,0.6543,229.0,396.9,229.0,767.0,0.7622,0.0241,0.803,72.59,2.23
user04,99,swipe_right,40,0.6698,150.5,297.9,470.6,297.9,0.7622,0.0241,0.801,70.1,2.14
user04,100,swipe_down,47,0.7879,185.7,231.8,185.7,616.9,0.7366,0.0231,0.776,83.47,2.53
user04,101,swipe_left,31,0.5221,314.4,507.7,15.2,507.7,0.7642,0.0244,0.806,74.72,2.33
user04,102,swipe_left,31,0.5205,221.9,390.1,-19.0,390.1,0.7851,0.0252,0.828,97.02,3.0
user04,103,tap,2,0.1196,330.3,198.4,333.1,199.9,0.729,0.3437,0.972,42.5,0.0
user04,104,pinch_out,18,0.3095,316.3,260.1,316.3,100.5,0.7602,0.0252,0.798,90.6,2.95
user04,105,pinch_in,17,0.297,243.7,439.3,243.7,281.6,0.7489,0.0251,0.791,65.38,2.14
user04,106,swipe_left,22,0.3776,331.2,406.5,142.7,406.5,0.7762,0.0252,0.815,58.64,1.87
user04,107,pinch_in,22,0.3785,291.8,280.1,291.8,77.4,0.8826,0.0287,0.927,78.84,2.53
user04,108,double_tap,4,0.7202,193.9,363.2,191.8,362.2,0.75,0.2887,1.0,58.9,0.0
user04,109,swipe_left,35,0.5981,169.2,569.0,-123.0,569.0,0.6939,0.0221,0.732,79.54,2.45
user04,110,swipe_right,36,0.6124,288.7,215.9,648.6,215.9,0.747,0.0237,0.785,78.48,2.41
user04,111,swipe_right,38,0.6386,244.6,447.1,508.7,447.1,0.8665,0.0273,0.911,81.03,2.48
user04,112,pinch_in,22,0.3723,310.3,364.2,310.3,156.7,0.9182,0.0298,0.964,69.38,2.21
user04,113,swipe_right,27,0.453,220.7,456.9,432.1,456.9,0.8668,0.0278,0.914,84.02,2.63
user04,114,swipe_up,27,0.4614,204.3,542.0,204.3,305.4,0.8053,0.026,0.849,70.38,2.21
user04,115,pinch_out,48,0.8024,342.1,477.3,342.1,126.9,0.806,0.0253,0.848,68.08,2.06
user04,116,swipe_right,37,0.6252,246.1,420.7,554.1,420.7,0.717,0.0228,0.756,62.02,1.91
user04,117,swipe_left,56,0.9468,237.1,365.9,-96.1,365.9,0.796,0.0249,0.837,91.97,2.76
user04,118,double_tap,4,0.648,316.7,250.0,316.1,253.3,0.606,0.2332,0.808,66.0,0.0
user04,119,pinch_out,37,0.6288,345.2,412.9,345.2,36.6,0.9486,0.03,1.0,55.1,1.69
user04,120,swipe_up,19,0.3331,347.7,355.5,347.7,193.7,0.7018,0.0233,0.741,82.52,2.69
user04,121,long_press,19,1.9556,270.9,221.5,268.8,216.6,0.8356,0.0474,0.889,82.2,0.0
user04,122,long_press,16,1.6666,340.5,176.2,343.5,174.2,0.7674,0.0313,0.804,39.8,0.0
user04,123,swipe_down,36,0.6029,181.5,269.6,181.5,609.8,0.8025,0.0255,0.844,65.93,2.03
user04,124,swipe_up,56,0.9461,212.7,318.0,212.7,-15.3,0.8994,0.0281,0.946,99.44,2.99
user04,125,pinch_in,20,0.3445,260.3,343.8,260.3,162.4,0.7904,0.0259,0.83,77.32,2.5
user04,126,tap,2,0.1062,255.0,221.8,255.4,225.4,0.75,0.3536,1.0,50.2,0.0
user04,127,long_press,21,2.1992,275.7,191.1,275.0,190.1,0.8314,0.058,0.898,75.3,0.0
user04,128,swipe_right,76,1.269,209.7,546.8,546.4,546.8,0.9167,0.0284,0.964,53.39,1.59
user04,129,long_press,20,2.0937,247.9,178.4,248.5,180.9,0.9304,0.0602,0.999,55.9,0.0
user04,130,long_press,22,2.2568,272.7,165.1,273.1,168.4,0.7755,0.0562,0.84,53.9,0.0
user04,131,swipe_up,37,0.621,154.4,456.3,154.4,202.8,0.7889,0.025,0.832,52.89,1.62
user04,132,swipe_left,39,0.6647,287.8,426.0,-76.8,426.0,0.72,0.0228,0.759,56.59,1.73
user04,133,swipe_up,32,0.5416,173.0,477.9,173.0,217.5,0.8706,0.0277,0.915,80.83,2.51
user04,134,pinch_out,42,0.705,216.0,584.9,216.0,209.5,0.7359,0.0232,0.774,74.42,2.26
user04,135,swipe_left,18,0.3102,254.0,318.0,100.2,318.0,0.7799,0.0259,0.819,52.89,1.74
user04,136,swipe_down,39,0.6624,291.0,234.1,291.0,546.6,0.6698,0.0212,0.706,70.66,2.16
user04,137,tap,2,0.1259,341.2,101.8,341.6,102.4,0.703,0.3309,0.937,53.8,0.0
user04,138,double_tap,4,0.5788,168.3,408.3,166.7,405.5,0.6655,0.2558,0.887,47.0,0.0
user04,139,swipe_right,44,0.7399,207.6,274.2,520.5,274.2,0.7342,0.0231,0.772,77.65,2.36
user04,140,double_tap,4,0.5805,287.6,291.6,280.4,291.5,0.721,0.2771,0.961,51.6,0.0
user04,141,long_press,20,2.0198,283.1,481.8,285.6,481.6,0.7719,0.0465,0.824,79.6,0.0
user04,142,swipe_right,15,0.2612,284.1,538.9,436.5,538.9,0.8065,0.0274,0.852,70.18,2.34
user04,143,swipe_right,22,0.3807,258.6,411.9,495.5,411.9,0.8347,0.0271,0.877,73.7,2.36
user04,144,tap,2,0.1238,281.1,351.0,278.7,354.4,0.75,0.3536,1.0,56.6,0.0
user04,145,swipe_left,53,0.8967,233.6,564.4,-164.7,564.4,0.8892,0.0279,0.937,72.95,2.19
user04,146,swipe_up,22,0.3724,205.4,544.9,205.4,324.1,0.8152,0.0266,0.856,70.06,2.23
user04,147,double_tap,4,0.5643,284.8,232.9,289.6,232.0,0.6915,0.2662,0.922,51.5,0.0
user04,148,swipe_left,17,0.2903,239.8,376.0,67.0,376.0,0.8364,0.0279,0.883,51.66,1.71
user04,149,double_tap,4,0.388,192.7,218.2,192.2,221.2,0.6145,0.2361,0.819,47.9,0.0
user04,150,swipe_right,25,0.4223,291.4,271.0,504.5,271.0,0.769,0.0249,0.811,90.26,2.84
user04,151,long_press,19,1.9604,339.2,180.9,339.4,183.1,0.9394,0.0538,1.0,50.8,0.0
user04,152,swipe_left,27,0.4557,294.9,361.5,91.2,361.5,0.8748,0.0282,0.923,79.83,2.51
user04,153,swipe_left,32,0.5462,298.7,300.8,35.1,300.8,0.7451,0.0239,0.783,63.73,1.99
user04,154,swipe_right,19,0.3262,233.8,372.7,397.2,372.7,0.8319,0.0276,0.878,87.04,2.82
user04,155,tap,2,0.1066,250.9,189.7,249.7,188.2,0.75,0.3536,1.0,54.7,0.0
user04,156,swipe_down,37,0.6216,153.9,468.5,153.9,749.3,0.7206,0.0228,0.76,69.12,2.12
user04,157,pinch_in,37,0.63,308.4,250.9,308.4,1.2,0.8508,0.0271,0.897,64.68,1.98
user04,158,swipe_down,53,0.8912,339.5,250.5,339.5,644.0,0.7403,0.0232,0.78,47.55,1.43
user04,159,swipe_down,22,0.3767,178.6,543.2,178.6,770.4,0.7568,0.0246,0.795,81.58,2.6
user04,160,tap,2,0.1346,263.3,383.1,262.0,383.9,0.75,0.3536,1.0,52.1,0.0
user04,161,swipe_right,35,0.5955,251.4,250.6,520.5,250.6,0.7283,0.0232,0.768,66.67,2.04
user04,162,double_tap,4,0.569,201.7,388.5,203.7,393.4,0.69,0.2656,0.92,63.7,0.0
user04,163,swipe_left,40,0.6709,280.1,331.6,32.2,331.6,0.891,0.0282,0.937,65.72,2.0
user04,164,swipe_left,41,0.6936,294.1,404.6,-91.8,404.6,0.7314,0.023,0.771,51.26,1.57
user04,165,swipe_up,13,0.2208,198.4,550.5,198.4,395.8,0.8214,0.0285,0.868,80.93,2.75
user04,166,double_tap,4,0.5403,336.6,494.3,340.1,498.4,0.7245,0.2789,0.966,46.7,0.0
user04,167,pinch_in,28,0.469,263.1,459.6,263.1,222.1,0.7545,0.0242,0.793,87.34,2.73
user04,168,pinch_in,29,0.4887,192.9,434.0,192.9,173.3,0.7447,0.024,0.785,57.76,1.81
user04,169,swipe_up,49,0.821,287.9,489.9,287.9,165.4,0.8995,0.0282,0.948,63.55,1.92
user04,170,swipe_left,36,0.609,178.0,328.8,-116.6,328.8,0.7733,0.0245,0.813,66.64,2.05
user04,171,swipe_up,40,0.6717,332.5,512.2,332.5,173.3,0.8018,0.0253,0.843,75.06,2.3
user04,172,tap,2,0.1393,275.4,482.8,276.0,487.3,0.75,0.3536,1.0,72.9,0.0
user04,173,long_press,19,1.9694,240.5,443.1,241.1,443.4,0.5798,0.0334,0.617,60.0,0.0
user04,174,tap,2,0.1247,163.4,169.9,161.8,166.0,0.606,0.2857,0.808,58.9,0.0
user04,175,double_tap,4,0.6897,278.8,299.7,282.5,297.4,0.75,0.2887,1.0,59.6,0.0
user04,176,swipe_left,51,0.8635,253.0,266.1,-141.4,266.1,0.6578,0.0206,0.693,67.33,2.03
user04,177,swipe_up,27,0.464,218.1,320.5,218.1,25.9,0.8316,0.0269,0.877,90.32,2.85
user04,178,tap,2,0.1223,265.9,272.0,263.4,273.8,0.6435,0.3033,0.858,45.5,0.0
user04,179,pinch_in,66,1.1018,262.9,245.8,262.9,-153.4,0.8033,0.025,0.845,44.87,1.36
user04,180,swipe_right,29,0.4966,222.8,533.3,486.3,533.3,0.9254,0.0297,0.976,59.62,1.86
user04,181,double_tap,4,0.573,171.5,607.7,171.6,609.5,0.653,0.2517,0.871,59.1,0.0
user04,182,long_press,18,1.8198,258.4,125.1,256.6,123.5,0.8751,0.0427,0.924,48.1,0.0
user04,183,double_tap,4,0.5813,177.1,274.8,183.4,273.9,0.75,0.2887,1.0,55.5,0.0
user04,184,tap,2,0.1171,347.2,662.7,346.7,664.4,0.5745,0.2708,0.766,72.9,0.0
user04,185,pinch_out,26,0.4411,198.9,498.5,198.9,218.2,0.6903,0.0222,0.725,70.94,2.22
user04,186,swipe_left,31,0.5306,282.2,329.2,11.9,329.2,0.8389,0.0268,0.884,85.05,2.64
user04,187,tap,2,0.1129,231.0,219.0,234.1,216.8,0.71,0.3352,0.947,57.9,0.0
user04,188,swipe_right,43,0.7273,249.4,253.9,523.4,253.9,0.9488,0.0298,1.0,91.05,2.77
user04,189,swipe_down,23,0.3872,277.6,507.7,277.6,749.8,0.9054,0.0296,0.955,77.9,2.48
user04,190,pinch_out,27,0.4515,184.4,308.4,184.4,87.0,0.8417,0.0271,0.888,72.5,2.28
user04,191,swipe_left,18,0.3085,309.6,425.3,158.1,425.3,0.7843,0.026,0.823,62.94,2.05
user04,192,swipe_right,43,0.728,285.2,480.8,615.5,480.8,0.7368,0.0232,0.777,67.23,2.05
user04,193,double_tap,4,0.6209,150.0,672.4,156.3,668.7,0.738,0.2841,0.984,56.3,0.0
user04,194,swipe_right,15,0.2553,331.8,576.8,497.9,576.8,0.8147,0.0276,0.861,73.37,2.44
user04,195,swipe_right,17,0.2865,319.3,251.0,492.6,251.0,0.8875,0.0297,0.937,70.23,2.3
user04,196,tap,2,0.1648,256.4,259.8,255.0,257.7,0.75,0.3536,1.0,50.2,0.0
user04,197,pinch_in,21,0.3504,223.4,207.6,223.4,32.4,0.9476,0.0311,1.0,66.01,2.13
user04,198,tap,2,0.1263,288.0,300.8,291.8,300.8,0.75,0.3536,1.0,62.9,0.0
user04,199,swipe_right,22,0.3734,158.5,453.4,370.6,453.4,0.7618,0.0246,0.8,59.26,1.89
user05,0,swipe_up,37,0.6196,212.0,408.8,212.0,92.8,0.4345,0.0138,0.458,34.74,1.07
user05,1,swipe_right,17,0.2849,208.1,416.5,364.0,416.5,0.4355,0.0145,0.46,57.54,1.87
user05,2,swipe_up,25,0.4181,319.3,492.9,319.3,190.2,0.4662,0.015,0.492,34.64,1.1
user05,3,long_press,13,1.3255,234.4,235.0,231.3,232.6,0.4892,0.016,0.506,76.0,0.0
user05,4,tap,2,0.0777,235.7,209.4,237.6,208.7,0.3915,0.1846,0.522,16.6,0.0
user05,5,double_tap,4,0.3908,227.3,226.8,229.1,228.5,0.4545,0.1749,0.606,33.4,0.0
user05,6,tap,2,0.0647,321.3,167.4,322.3,168.3,0.4215,0.1987,0.562,41.5,0.0
user05,7,swipe_down,18,0.3164,233.8,277.6,233.8,498.8,0.5011,0.0167,0.526,58.1,1.9
user05,8,tap,2,0.0884,256.3,583.3,255.0,584.5,0.412,0.1937,0.549,35.6,0.0
user05,9,swipe_up,18,0.3014,209.6,204.7,209.6,-20.4,0.4307,0.0142,0.452,54.06,1.78
user05,10,tap,2,0.0458,225.2,420.9,226.5,421.1,0.4025,0.1902,0.537,27.2,0.0
user05,11,pinch_out,25,0.4332,247.7,209.0,247.7,-112.7,0.4365,0.0142,0.46,40.53,1.27
user05,12,swipe_left,20,0.3401,183.4,362.9,-24.6,362.9,0.4033,0.0131,0.423,48.07,1.56
user05,13,tap,2,0.0632,189.8,405.0,190.4,403.5,0.423,0.1994,0.564,19.0,0.0
user05,14,tap,2,0.0699,202.9,416.6,207.3,419.2,0.408,0.1923,0.544,41.1,0.0
user05,15,swipe_right,26,0.4384,314.6,275.5,639.9,275.5,0.4525,0.0146,0.475,57.53,1.81
user05,16,swipe_left,14,0.2459,295.1,291.9,144.9,291.9,0.43,0.0145,0.451,26.54,0.89
user05,17,double_tap,4,0.2912,184.2,162.7,183.3,161.6,0.3915,0.1507,0.522,13.6,0.0
user05,18,long_press,14,1.4384,199.6,330.2,203.7,327.8,0.4925,0.0163,0.511,49.1,0.0
user05,19,swipe_right,23,0.3942,207.6,264.1,493.8,264.1,0.4781,0.0155,0.504,30.31,0.95
user05,20,tap,2,0.0942,165.2,518.9,164.7,514.2,0.375,0.1768,0.5,36.7,0.0
user05,21,swipe_left,21,0.364,284.3,229.9,19.2,229.9,0.4931,0.0162,0.52,42.86,1.39
user05,22,pinch_in,33,0.5545,238.2,453.7,238.2,110.1,0.4928,0.0157,0.52,37.15,1.15
user05,23,swipe_up,20,0.3389,219.2,339.2,219.2,71.9,0.4236,0.0139,0.445,45.79,1.48
user05,24,swipe_left,25,0.4321,315.3,242.8,39.2,242.8,0.451,0.0148,0.476,59.6,1.88
user05,25,double_tap,4,0.4104,267.4,599.7,270.3,598.6,0.4485,0.1726,0.598,33.4,0.0
user05,26,swipe_up,12,0.2047,293.6,497.1,293.6,334.4,0.412,0.0143,0.432,25.47,0.88
user05,27,swipe_down,24,0.4026,221.1,516.4,221.1,794.0,0.4062,0.0132,0.427,35.95,1.15
user05,28,swipe_down,33,0.5628,202.6,350.2,202.6,624.6,0.4469,0.0141,0.471,60.91,1.88
user05,29,swipe_left,21,0.352,312.8,397.4,111.4,397.4,0.417,0.0138,0.44,56.87,1.82
user05,30,double_tap,4,0.3326,289.9,247.8,288.0,243.0,0.429,0.1651,0.572,35.8,0.0
user05,31,tap,2,0.0644,324.4,128.5,323.2,129.2,0.3785,0.1789,0.505,16.9,0.0
user05,32,tap,2,0.0727,207.2,219.4,199.9,217.7,0.3985,0.1874,0.531,30.1,0.0
user05,33,swipe_right,20,0.3372,256.2,435.9,456.3,435.9,0.5112,0.0167,0.537,49.82,1.6
user05,34,swipe_left,20,0.3426,262.5,578.0,63.6,578.0,0.4455,0.0147,0.468,42.24,1.38
user05,35,tap,2,0.0571,313.5,436.1,314.9,434.2,0.364,0.1711,0.485,19.8,0.0
user05,36,long_press,14,1.4677,238.3,515.7,242.0,517.3,0.4364,0.0147,0.453,33.8,0.0
user05,37,swipe_up,37,0.6272,261.0,275.2,261.0,-89.7,0.3942,0.0125,0.416,31.6,0.97
user05,38,swipe_left,31,0.5236,204.4,267.9,-125.2,267.9,0.4131,0.0132,0.435,20.52,0.66
user05,39,double_tap,4,0.3672,242.5,528.5,244.9,533.3,0.4095,0.1576,0.546,22.6,0.0
user05,40,swipe_up,28,0.4788,151.9,213.2,151.9,-149.8,0.509,0.0164,0.535,21.75,0.68
user05,41,double_tap,4,0.3421,203.1,512.8,204.1,508.8,0.39,0.1501,0.52,43.4,0.0
user05,42,pinch_in,21,0.3563,217.8,270.3,217.8,14.9,0.4246,0.0139,0.448,48.21,1.53
user05,43,long_press,14,1.4455,245.3,421.2,244.2,425.0,0.4533,0.0151,0.47,18.7,0.0
user05,44,swipe_right,35,0.5888,285.7,279.4,559.2,279.4,0.4224,0.0134,0.445,58.61,1.8
user05,45,long_press,14,1.4139,246.5,421.7,243.1,421.5,0.5061,0.0167,0.524,47.3,0.0
user05,46,pinch_in,18,0.3003,192.0,439.6,192.0,267.4,0.4389,0.0145,0.461,17.49,0.57
user05,47,swipe_up,26,0.4423,261.0,369.2,261.0,77.7,0.5235,0.0169,0.55,29.68,0.93
user05,48,swipe_right,13,0.2328,209.2,486.8,380.3,486.8,0.4815,0.0165,0.509,33.65,1.15
user05,49,long_press,10,1.073,295.2,538.5,293.5,537.3,0.5,0.0178,0.516,42.2,0.0
user05,50,swipe_up,41,0.6861,324.9,499.7,324.9,115.0,0.4587,0.0145,0.483,67.96,2.07
user05,51,swipe_up,27,0.4599,216.2,307.9,216.2,30.1,0.4331,0.0139,0.457,29.23,0.91
user05,52,swipe_right,22,0.3709,183.2,339.8,518.7,339.8,0.4759,0.0154,0.5,21.64,0.69
user05,53,double_tap,4,0.5597,283.4,240.4,284.4,238.7,0.3905,0.1507,0.521,50.2,0.0
user05,54,swipe_up,30,0.5152,187.2,394.1,187.2,36.6,0.4674,0.0149,0.491,31.49,0.97
user05,55,pinch_out,37,0.6248,332.0,548.2,332.0,258.6,0.5194,0.0164,0.548,19.01,0.58
user05,56,swipe_left,28,0.4692,215.0,388.4,-139.7,388.4,0.4629,0.0149,0.486,58.69,1.83
user05,57,swipe_down,28,0.4817,216.6,270.5,216.6,572.3,0.4921,0.0158,0.517,33.19,1.04
user05,58,swipe_right,41,0.6882,301.9,554.4,634.2,554.4,0.5178,0.0164,0.546,50.14,1.53
user05,59,pinch_in,14,0.2423,202.0,270.8,202.0,113.7,0.3917,0.0131,0.411,35.73,1.21
user05,60,pinch_in,38,0.6466,284.4,202.1,284.4,-194.1,0.4821,0.0153,0.507,51.23,1.58
user05,61,pinch_in,15,0.2567,208.3,425.1,208.3,250.2,0.4977,0.0169,0.526,50.97,1.72
user05,62,pinch_in,30,0.5037,261.6,505.6,261.6,200.8,0.4563,0.0147,0.48,34.03,1.05
user05,63,swipe_down,27,0.453,245.4,379.0,245.4,722.8,0.4672,0.015,0.493,50.13,1.56
user05,64,tap,2,0.0626,213.3,254.9,212.2,254.1,0.336,0.1584,0.448,31.9,0.0
user05,65,tap,2,0.0498,286.2,551.3,288.2,550.8,0.438,0.2065,0.584,30.9,0.0
user05,66,swipe_up,35,0.5876,261.4,462.3,261.4,188.1,0.4731,0.015,0.499,45.23,1.39
user05,67,swipe_up,13,0.2281,195.4,288.5,195.4,98.2,0.4987,0.0174,0.527,60.82,2.05
user05,68,swipe_right,34,0.5674,226.6,435.6,556.8,435.6,0.4817,0.0153,0.506,45.05,1.4
user05,69,swipe_left,25,0.417,194.5,304.5,-83.5,304.5,0.4722,0.0154,0.498,57.9,1.81
user05,70,swipe_left,31,0.5302,157.1,481.8,-115.9,481.8,0.4512,0.0145,0.476,30.91,0.97
user05,71,swipe_up,39,0.6557,293.7,229.2,293.7,-126.1,0.4792,0.0151,0.505,47.05,1.44
user05,72,tap,2,0.0511,319.4,460.4,318.2,460.3,0.4005,0.1888,0.534,38.5,0.0
user05,73,swipe_up,33,0.5565,156.4,387.7,156.4,6.6,0.4396,0.0141,0.463,63.19,1.95
user05,74,swipe_right,24,0.4017,306.8,407.7,671.3,407.7,0.5182,0.0168,0.544,48.51,1.55
user05,75,swipe_right,20,0.3416,309.1,366.8,516.4,366.8,0.4863,0.016,0.511,39.24,1.27
user05,76,swipe_down,35,0.5955,244.9,356.7,244.9,735.5,0.5501,0.0175,0.58,54.07,1.66
user05,77,swipe_down,40,0.6737,253.8,256.0,253.8,534.3,0.4354,0.0138,0.458,10.62,0.33
user05,78,swipe_left,30,0.511,275.3,491.0,-44.5,491.0,0.4551,0.0145,0.478,61.15,1.92
user05,79,swipe_right,25,0.432,319.8,549.9,512.5,549.9,0.4181,0.0135,0.441,39.68,1.24
user05,80,swipe_down,13,0.2223,153.7,555.5,153.7,762.2,0.416,0.0143,0.44,53.46,1.84
user05,81,pinch_in,17,0.2961,254.3,268.8,254.3,42.5,0.4995,0.0167,0.527,32.24,1.07
user05,82,swipe_left,17,0.2838,307.7,266.9,150.6,266.9,0.4546,0.0152,0.48,34.13,1.14
user05,83,tap,2,0.0709,345.2,298.7,345.5,295.7,0.415,0.1952,0.553,18.1,0.0
user05,84,tap,2,0.075,168.2,507.4,167.1,508.5,0.439,0.2065,0.585,53.8,0.0
user05,85,swipe_left,54,0.9034,309.9,432.2,-33.4,432.2,0.4768,0.0149,0.501,39.74,1.2
user05,86,swipe_left,20,0.3413,259.2,285.6,-9.7,285.6,0.4505,0.0147,0.473,51.29,1.65
user05,87,swipe_left,32,0.5489,158.1,361.2,-225.7,361.2,0.4512,0.0144,0.474,26.61,0.82
user05,88,swipe_up,25,0.4267,324.7,233.6,324.7,-86.8,0.4721,0.0154,0.498,76.47,2.41
user05,89,double_tap,4,0.2533,283.8,665.4,287.1,666.6,0.339,0.1305,0.452,22.1,0.0
user05,90,swipe_right,26,0.4443,315.8,243.6,492.8,243.6,0.4152,0.0134,0.436,49.78,1.57
user05,91,swipe_right,14,0.2454,178.7,408.9,330.5,408.9,0.4786,0.0162,0.502,29.81,0.99
user05,92,swipe_left,34,0.5727,319.1,564.5,-36.0,564.5,0.5462,0.0174,0.574,35.06,1.08
user05,93,swipe_down,21,0.3629,197.1,563.3,197.1,790.7,0.4878,0.0161,0.515,44.26,1.43
user05,94,pinch_out,18,0.3013,194.7,482.2,194.7,284.5,0.4621,0.0152,0.485,16.27,0.54
user05,95,tap,2,0.0489,200.6,673.4,200.5,670.2,0.4875,0.2298,0.65,24.5,0.0
user05,96,pinch_in,17,0.2939,183.3,514.5,183.3,302.0,0.5324,0.0178,0.562,44.31,1.47
user05,97,swipe_right,19,0.3242,175.3,426.3,360.8,426.3,0.5047,0.0168,0.533,35.54,1.15
user05,98,double_tap,4,0.3527,331.0,360.8,329.4,364.6,0.433,0.1663,0.577,30.5,0.0
user05,99,swipe_up,23,0.3996,223.3,440.6,223.3,139.0,0.4819,0.0157,0.508,56.5,1.78
user05,100,swipe_right,27,0.465,243.0,599.0,516.3,599.0,0.4709,0.0152,0.497,53.26,1.67
user05,101,swipe_down,26,0.4477,291.6,301.7,291.6,667.2,0.473,0.0153,0.497,50.02,1.59
user05,102,pinch_in,30,0.5139,345.1,547.3,345.1,174.0,0.459,0.0146,0.482,37.31,1.17
user05,103,pinch_in,20,0.3428,299.1,402.1,299.1,90.2,0.4925,0.0162,0.517,32.15,1.04
user05,104,tap,2,0.0626,248.4,203.1,247.4,201.7,0.4115,0.1945,0.549,21.0,0.0
user05,105,tap,2,0.0585,272.0,192.4,270.1,191.4,0.4275,0.2015,0.57,38.9,0.0
user05,106,swipe_right,20,0.3441,239.6,440.4,471.5,440.4,0.421,0.0137,0.442,44.15,1.44
user05,107,long_press,12,1.2264,317.1,295.5,318.1,292.5,0.4711,0.0156,0.486,41.6,0.0
user05,108,swipe_right,52,0.8719,264.4,541.2,615.9,541.2,0.4753,0.0148,0.5,60.18,1.83
user05,109,swipe_down,22,0.3687,247.4,342.2,247.4,555.1,0.5345,0.0173,0.561,38.24,1.23
user05,110,double_tap,4,0.3388,303.9,246.9,306.2,244.3,0.407,0.157,0.543,11.9,0.0
user05,111,long_press,12,1.2029,235.4,371.3,236.5,370.5,0.5242,0.0174,0.541,61.9,0.0
user05,112,swipe_right,34,0.576,331.1,363.8,719.3,363.8,0.439,0.0139,0.461,52.52,1.63
user05,113,pinch_in,23,0.3966,237.1,360.8,237.1,66.8,0.4397,0.0144,0.464,34.14,1.09
user05,114,tap,2,0.0702,300.0,405.9,299.7,405.5,0.405,0.1909,0.54,27.7,0.0
user05,115,pinch_in,18,0.3025,319.1,318.7,319.1,80.2,0.5357,0.0177,0.562,57.3,1.87
user05,116,pinch_in,23,0.3838,260.8,411.9,260.8,181.5,0.5157,0.0166,0.544,40.6,1.29
user05,117,swipe_up,27,0.4531,177.9,510.7,177.9,204.2,0.4734,0.0153,0.499,42.11,1.32
user05,118,swipe_right,22,0.3723,271.9,236.4,540.4,236.4,0.4547,0.0148,0.478,46.68,1.49
user05,119,swipe_down,13,0.2305,332.3,361.5,332.3,563.4,0.4927,0.017,0.521,25.67,0.88
user05,120,tap,2,0.0613,324.2,549.0,325.1,546.7,0.4125,0.1945,0.55,44.6,0.0
user05,121,tap,2,0.0666,335.8,624.6,333.1,622.7,0.362,0.1711,0.483,28.4,0.0
user05,122,tap,2,0.0492,330.6,677.4,330.8,682.7,0.439,0.2065,0.585,36.5,0.0
user05,123,double_tap,4,0.3205,194.0,321.0,194.5,323.0,0.4445,0.1715,0.593,35.8,0.0
user05,124,swipe_down,27,0.4577,315.4,537.8,315.4,830.1,0.487,0.0159,0.514,43.28,1.34
user05,125,swipe_right,15,0.2574,263.0,388.2,425.0,388.2,0.4963,0.0169,0.524,10.59,0.36
user05,126,pinch_in,14,0.2473,177.8,201.4,177.8,-10.0,0.5486,0.0182,0.575,22.84,0.75
user05,127,double_tap,4,0.4001,169.8,645.3,168.5,650.3,0.3905,0.1507,0.521,22.9,0.0
user05,128,swipe_left,42,0.7121,295.1,227.3,-93.7,227.3,0.468,0.0147,0.492,32.22,0.98
user05,129,swipe_down,26,0.45,343.6,391.2,343.6,723.0,0.4762,0.0155,0.501,43.43,1.36
user05,130,swipe_right,30,0.5145,275.3,415.2,590.8,415.2,0.4217,0.0136,0.443,43.37,1.34
user05,131,swipe_up,44,0.7346,338.0,504.8,338.0,111.7,0.405,0.0128,0.426,46.98,1.43
user05,132,swipe_up,36,0.6094,251.8,555.1,251.8,231.7,0.4475,0.0142,0.47,25.93,0.81
user05,133,swipe_right,19,0.3273,185.4,453.6,426.4,453.6,0.4422,0.0148,0.467,11.55,0.37
user05,134,long_press,11,1.1655,303.6,465.3,299.9,466.1,0.4348,0.0149,0.449,31.2,0.0
